Date/Time,Cogeneration:ElectricitySurplusSold [J](Hourly),Cogeneration:ElectricityPurchased [J](Hourly),Photovoltaic:ElectricityProduced [J](Hourly) 
 01/17  19:00:00,0.0,8323189.98706156,0.0 
 01/17  20:00:00,0.0,8015936.41184971,0.0 
 01/17  21:00:00,0.0,7692810.136887,0.0 
 01/17  22:00:00,0.0,6962828.56068304,0.0 
 01/17  23:00:00,0.0,5754780.80577551,0.0 
 01/17  24:00:00,0.0,6456905.57788437,0.0 
 01/18  01:00:00,0.0,7059784.12218996,0.0 
 01/18  02:00:00,0.0,8089190.59618233,0.0 
 01/18  03:00:00,0.0,9157009.77273745,0.0 
 01/18  04:00:00,0.0,10583073.3405226,0.0 
 01/18  05:00:00,0.0,11713688.3681774,0.0 
 01/18  06:00:00,0.0,12651467.0172686,0.0 
 01/18  07:00:00,0.0,14564353.4091673,0.0 
 01/18  08:00:00,0.0,15176008.3806495,371182.27974826 
 01/18  09:00:00,0.0,10313761.2124232,2812885.45751521 
 01/18  10:00:00,0.0,4437712.83330012,6178877.01512636 
 01/18  11:00:00,4243023.10927497,0.0,11160621.8249916 
 01/18  12:00:00,8076129.25081347,0.0,13465326.8547982 
 01/18  13:00:00,8937915.1845323,0.0,13992788.9910956 
 01/18  14:00:00,7847364.87447846,0.0,12672012.1688495 
 01/18  15:00:00,6277586.34735827,0.0,11174604.695965 
 01/18  16:00:00,2353638.23460701,0.0,8086261.1158548 
 01/18  17:00:00,0.0,2209588.96812311,4601902.00049615 
 01/18  18:00:00,0.0,6831220.23265783,593129.97810115 
 01/18  19:00:00,0.0,8026023.76058467,0.0 
 01/18  20:00:00,0.0,7992317.34781037,0.0 
 01/18  21:00:00,0.0,7695049.99028467,0.0 
 01/18  22:00:00,0.0,6965779.07759522,0.0 
 01/18  23:00:00,0.0,6366234.67634598,0.0 
 01/18  24:00:00,0.0,7344303.56838962,0.0 
 01/19  01:00:00,0.0,8051731.86935319,0.0 
 01/19  02:00:00,0.0,9004158.20338599,0.0 
 01/19  03:00:00,0.0,9868237.28247065,0.0 
 01/19  04:00:00,0.0,10543930.669464,0.0 
 01/19  05:00:00,0.0,11496490.130926,0.0 
 01/19  06:00:00,0.0,12938635.5540836,0.0 
 01/19  07:00:00,0.0,14657395.3358165,0.0 
 01/19  08:00:00,0.0,14162837.5890243,507057.831740842 
 01/19  09:00:00,0.0,6997905.06311886,4137070.96009994 
 01/19  10:00:00,0.0,2417247.46057655,6801504.9616128 
 01/19  11:00:00,0.0,3247964.00145363,6030380.16937316 
 01/19  12:00:00,1433087.05794197,590705.263464136,8309515.05678926 
 01/19  13:00:00,6885669.65633642,0.0,11942176.8995987 
 01/19  14:00:00,3616438.42419607,0.0,8444357.68212389 
 01/19  15:00:00,4581358.59859983,0.0,9212786.1996152 
 01/19  16:00:00,169121.58538735,364753.233905721,4679260.95060561 
 01/19  17:00:00,0.0,2025743.42103659,3854727.16077863 
 01/19  18:00:00,0.0,6634667.50381981,519645.421476358 
 01/19  19:00:00,0.0,8028639.01957205,0.0 
 01/19  20:00:00,0.0,7994791.26412114,0.0 
 01/19  21:00:00,0.0,7696921.91812134,0.0 
 01/19  22:00:00,0.0,6966914.82323524,0.0 
 01/19  23:00:00,0.0,6453455.58099309,0.0 
 01/19  24:00:00,0.0,7257724.82982822,0.0 
 01/20  01:00:00,0.0,7752889.3613666,0.0 
 01/20  02:00:00,0.0,8624164.20443355,0.0 
 01/20  03:00:00,0.0,9724159.94555321,0.0 
 01/20  04:00:00,0.0,10599852.62178,0.0 
 01/20  05:00:00,0.0,11653588.3062897,0.0 
 01/20  06:00:00,0.0,13618918.9476832,0.0 
 01/20  07:00:00,0.0,15833688.7206131,0.0 
 01/20  08:00:00,0.0,15510697.0703986,503578.183417261 
 01/20  09:00:00,0.0,8182471.55010553,4170274.60236956 
 01/20  10:00:00,351978.990288965,1236042.96431642,8152407.34427197 
 01/20  11:00:00,4696427.64444025,0.0,11245703.7618026 
 01/20  12:00:00,7848329.98310644,0.0,13251906.2117683 
 01/20  13:00:00,8936354.1612361,0.0,13992985.4138239 
 01/20  14:00:00,8586160.91593138,0.0,13411418.1177713 
 01/20  15:00:00,6671500.86097511,0.0,11658766.4059512 
 01/20  16:00:00,2897892.91365207,0.0,8850567.0101297 
 01/20  17:00:00,0.0,2076868.93914843,4944679.26183578 
 01/20  18:00:00,0.0,6844892.68752213,666199.647305005 
 01/20  19:00:00,0.0,8040051.52516466,0.0 
 01/20  20:00:00,0.0,7993639.14180576,0.0 
 01/20  21:00:00,0.0,7695671.71133217,0.0 
 01/20  22:00:00,0.0,6965387.53255332,0.0 
 01/20  23:00:00,0.0,6196802.86368071,0.0 
 01/20  24:00:00,0.0,6879090.01576778,0.0 
 01/21  01:00:00,0.0,7532732.59812362,0.0 
 01/21  02:00:00,0.0,8859989.44727951,0.0 
 01/21  03:00:00,0.0,9775302.95411762,0.0 
 01/21  04:00:00,0.0,10555601.125306,0.0 
 01/21  05:00:00,0.0,11763561.5150098,0.0 
 01/21  06:00:00,0.0,13384635.5096445,0.0 
 01/21  07:00:00,0.0,15204496.9042338,0.0 
 01/21  08:00:00,0.0,15370973.6734712,522291.044711596 
 01/21  09:00:00,0.0,8351657.95060948,4337203.08973154 
 01/21  10:00:00,308661.962558138,1342674.69552488,8514197.2653752 
 01/21  11:00:00,4908629.45072752,0.0,11844710.9876488 
 01/21  12:00:00,8177898.51932365,0.0,13936953.1018918 
 01/21  13:00:00,9094060.00610851,0.0,14515790.8410604 
 01/21  14:00:00,9069056.88243269,0.0,14238729.2509378 
 01/21  15:00:00,6793013.64614916,0.0,12497288.2609103 
 01/21  16:00:00,3031344.21499385,0.0,9693301.12767955 
 01/21  17:00:00,0.0,2230340.84932873,5655406.67077377 
 01/21  18:00:00,0.0,7540808.90396146,842794.72046431 
 01/21  19:00:00,0.0,8855264.11026335,0.0 
 01/21  20:00:00,0.0,8603643.33899872,0.0 
 01/21  21:00:00,0.0,8096444.98103212,0.0 
 01/21  22:00:00,0.0,7317267.89724029,0.0 
 01/21  23:00:00,0.0,5841410.40202633,0.0 
 01/21  24:00:00,0.0,5601236.68387846,0.0 
 01/22  01:00:00,0.0,6832773.88173273,0.0 
 01/22  02:00:00,0.0,7550182.32397212,0.0 
 01/22  03:00:00,0.0,8786338.91653342,0.0 
 01/22  04:00:00,0.0,9581171.53946653,0.0 
 01/22  05:00:00,0.0,10185606.671908,0.0 
 01/22  06:00:00,0.0,12352572.553152,0.0 
 01/22  07:00:00,0.0,14739661.786477,0.0 
 01/22  08:00:00,0.0,14880666.7218934,515750.921407246 
 01/22  09:00:00,0.0,8031704.74446414,4228187.75912941 
 01/22  10:00:00,803325.295372519,932143.101375772,8551419.23374459 
 01/22  11:00:00,5733487.07736592,0.0,11937131.3232138 
 01/22  12:00:00,8417545.78688671,0.0,14175335.7891611 
 01/22  13:00:00,9447270.84445841,0.0,14867454.7974627 
 01/22  14:00:00,8832516.04797973,0.0,14181042.1882246 
 01/22  15:00:00,6229343.72147299,0.0,12205425.0988287 
 01/22  16:00:00,2800844.55017774,0.0,9755752.76071426 
 01/22  17:00:00,0.0,2431161.86680685,5653878.35341513 
 01/22  18:00:00,0.0,7704199.93333249,857990.347340311 
 01/22  19:00:00,0.0,9059380.55466151,0.0 
 01/22  20:00:00,0.0,8786530.97318337,0.0 
 01/22  21:00:00,0.0,8149274.74773489,0.0 
 01/22  22:00:00,0.0,7316800.02636782,0.0 
 01/22  23:00:00,0.0,5839391.86828494,0.0 
 01/22  24:00:00,0.0,4443836.60628044,0.0 
 01/23  01:00:00,0.0,3800307.0469732,0.0 
 01/23  02:00:00,0.0,4990539.04000609,0.0 
 01/23  03:00:00,0.0,5874029.98776524,0.0 
 01/23  04:00:00,0.0,6695399.13805123,0.0 
 01/23  05:00:00,0.0,7385036.99404321,0.0 
 01/23  06:00:00,0.0,8781185.68857209,0.0 
 01/23  07:00:00,0.0,10338490.4155595,0.0 
 01/23  08:00:00,0.0,11197517.5199043,286872.838364354 
 01/23  09:00:00,0.0,8668270.05587822,2261803.39684189 
 01/23  10:00:00,0.0,3100088.85241556,5705676.33667325 
 01/23  11:00:00,0.0,1496181.43664199,6577183.47379988 
 01/23  12:00:00,0.0,909822.631067174,6634149.00039512 
 01/23  13:00:00,2131922.0523642,131168.743385454,8024976.28444477 
 01/23  14:00:00,8777610.34208279,0.0,13606509.6496585 
 01/23  15:00:00,7709676.96532196,0.0,12342624.5892005 
 01/23  16:00:00,4267211.38424723,0.0,9192841.78952799 
 01/23  17:00:00,275947.759357867,934443.04082862,5420713.27909787 
 01/23  18:00:00,0.0,6165869.75450108,995330.086322228 
 01/23  19:00:00,0.0,8032848.91915478,0.0 
 01/23  20:00:00,0.0,7999891.20843715,0.0 
 01/23  21:00:00,0.0,7701444.76731397,0.0 
 01/23  22:00:00,0.0,7298502.75884927,0.0 
 01/23  23:00:00,0.0,7501021.1680067,0.0 
 01/23  24:00:00,0.0,7326312.43658498,0.0 
 01/24  01:00:00,0.0,7636721.64245412,0.0 
 01/24  02:00:00,0.0,8442495.88639605,0.0 
 01/24  03:00:00,0.0,9644516.71791084,0.0 
 01/24  04:00:00,0.0,10656721.4356391,0.0 
 01/24  05:00:00,0.0,11142765.4323849,0.0 
 01/24  06:00:00,0.0,12652090.9651908,0.0 
 01/24  07:00:00,0.0,14989389.671437,0.0 
 01/24  08:00:00,0.0,14629569.2719941,525158.545325168 
 01/24  09:00:00,0.0,6982515.57954012,4291877.82444097 
 01/24  10:00:00,957923.7025937,511838.330942765,8422291.07289039 
 01/24  11:00:00,5116905.32554204,0.0,11496448.2748328 
 01/24  12:00:00,8457794.5902468,0.0,13879828.0747087 
 01/24  13:00:00,9572222.70329005,0.0,14630375.0581826 
 01/24  14:00:00,9162806.16299917,0.0,13989174.8972605 
 01/24  15:00:00,7031698.32096487,0.0,11907124.2587162 
 01/24  16:00:00,3424802.1293954,0.0,9313197.3434749 
 01/24  17:00:00,36795.1024378708,1518053.10106621,5619333.59953314 
 01/24  18:00:00,0.0,6660835.7756788,1057205.80443656 
 01/24  19:00:00,0.0,8108658.61060435,0.0 
 01/24  20:00:00,0.0,7995717.81000109,0.0 
 01/24  21:00:00,0.0,7697390.35871125,0.0 
 01/24  22:00:00,0.0,6967130.29699407,0.0 
 01/24  23:00:00,0.0,5695482.6537223,0.0 
 01/24  24:00:00,0.0,5783093.44103399,0.0 
 01/25  01:00:00,0.0,5933153.96690861,0.0 
 01/25  02:00:00,0.0,7378236.79758839,0.0 
 01/25  03:00:00,0.0,8294569.27384322,0.0 
 01/25  04:00:00,0.0,8785860.08956742,0.0 
 01/25  05:00:00,0.0,9801640.41262511,0.0 
 01/25  06:00:00,0.0,11932510.6516035,0.0 
 01/25  07:00:00,0.0,13499421.7751499,0.0 
 01/25  08:00:00,0.0,12307843.9645016,678171.776283524 
 01/25  09:00:00,0.0,4462065.48469303,4679928.14935477 
 01/25  10:00:00,2406896.40633187,0.0,8699114.90975052 
 01/25  11:00:00,6174937.261187,0.0,11796461.0698364 
 01/25  12:00:00,8182882.95145999,0.0,13528591.00341 
 01/25  13:00:00,9390588.54937915,0.0,14582724.1846348 
 01/25  14:00:00,8464972.60450616,0.0,14218659.7329425 
 01/25  15:00:00,5762930.78226665,0.0,12029846.6051845 
 01/25  16:00:00,2019571.93585404,0.0,8977324.25728052 
 01/25  17:00:00,0.0,2663554.41393948,5458373.86057241 
 01/25  18:00:00,0.0,7700960.34668028,1049202.74717722 
 01/25  19:00:00,0.0,9090000.96716356,0.0 
 01/25  20:00:00,0.0,8732717.11266799,0.0 
 01/25  21:00:00,0.0,7912729.0289581,0.0 
 01/25  22:00:00,0.0,6964316.27302435,0.0 
 01/25  23:00:00,0.0,5569938.84279483,0.0 
 01/25  24:00:00,0.0,4378323.50047097,0.0 
 01/26  01:00:00,0.0,5177942.75426398,0.0 
 01/26  02:00:00,0.0,5671275.01925485,0.0 
 01/26  03:00:00,0.0,6828686.57163441,0.0 
 01/26  04:00:00,0.0,8285587.85485158,0.0 
 01/26  05:00:00,0.0,9302182.66860418,0.0 
 01/26  06:00:00,0.0,10218130.2329312,0.0 
 01/26  07:00:00,0.0,11464100.565394,0.0 
 01/26  08:00:00,0.0,10799652.743057,633740.797988977 
 01/26  09:00:00,0.0,3760295.47310412,4512590.84395284 
 01/26  10:00:00,2765524.51145264,0.0,8740681.6030773 
 01/26  11:00:00,6087195.98130751,0.0,11706974.3848543 
 01/26  12:00:00,8224921.64245414,0.0,13568371.6049263 
 01/26  13:00:00,8461513.28909726,0.0,14083310.2436236 
 01/26  14:00:00,6612288.09505136,0.0,12652992.2505414 
 01/26  15:00:00,5375473.61370656,0.0,12117481.5216591 
 01/26  16:00:00,1955038.23478618,0.0,9649298.01816282 
 01/26  17:00:00,0.0,3289492.81004372,5433856.02340171 
 01/26  18:00:00,0.0,8168007.9153151,1068742.10584696 
 01/26  19:00:00,0.0,9634345.64477155,0.0 
 01/26  20:00:00,0.0,9171611.7125109,0.0 
 01/26  21:00:00,0.0,8394068.12941236,0.0 
 01/26  22:00:00,0.0,7253490.08354758,0.0 
 01/26  23:00:00,0.0,5567280.50435684,0.0 
 01/26  24:00:00,0.0,4283111.51594292,0.0 
 01/27  01:00:00,0.0,3252107.07072835,0.0 
 01/27  02:00:00,0.0,3772660.59810952,0.0 
 01/27  03:00:00,0.0,4763098.24503953,0.0 
 01/27  04:00:00,0.0,5873292.87198126,0.0 
 01/27  05:00:00,0.0,7219327.44641916,0.0 
 01/27  06:00:00,0.0,8708496.29053106,0.0 
 01/27  07:00:00,0.0,10371634.024437,0.0 
 01/27  08:00:00,0.0,10995531.0150368,453095.614709688 
 01/27  09:00:00,0.0,7960428.574846,2410200.78334316 
 01/27  10:00:00,0.0,4345256.35540278,4209101.54121434 
 01/27  11:00:00,227317.027886044,318651.874672645,6292850.21054852 
 01/27  12:00:00,2230102.63930483,0.0,7591360.72762476 
 01/27  13:00:00,5956086.79661226,0.0,11012943.1807279 
 01/27  14:00:00,2421806.27919646,0.0,7248421.49537657 
 01/27  15:00:00,731313.860855932,280665.731011853,5082471.09114293 
 01/27  16:00:00,0.0,3043607.66216718,1832240.14872184 
 01/27  17:00:00,0.0,3871509.21511126,2195654.4310256 
 01/27  18:00:00,0.0,7011386.72435002,427097.699153709 
 01/27  19:00:00,0.0,8325091.08394354,0.0 
 01/27  20:00:00,0.0,8063835.95389727,0.0 
 01/27  21:00:00,0.0,7697473.22244774,0.0 
 01/27  22:00:00,0.0,6965262.73321457,0.0 
 01/27  23:00:00,0.0,5570216.1796818,0.0 
 01/27  24:00:00,0.0,4285697.13644825,0.0 
 01/28  01:00:00,0.0,3681664.51095198,0.0 
 01/28  02:00:00,0.0,4092961.00528204,0.0 
 01/28  03:00:00,0.0,4823151.92053618,0.0 
 01/28  04:00:00,0.0,5639813.70525741,0.0 
 01/28  05:00:00,0.0,6660193.64464077,0.0 
 01/28  06:00:00,0.0,8235153.34416234,0.0 
 01/28  07:00:00,0.0,9941415.69319881,0.0 
 01/28  08:00:00,0.0,10867279.8220255,175643.382281117 
 01/28  09:00:00,0.0,9652173.6915001,1044961.55477656 
 01/28  10:00:00,0.0,7376769.99476982,2291463.51672012 
 01/28  11:00:00,0.0,4290149.54242778,3869425.58434032 
 01/28  12:00:00,167903.116018603,1723645.84572061,4974911.92401018 
 01/28  13:00:00,2048691.04363419,0.0,7475789.75965665 
 01/28  14:00:00,96641.7110309359,310792.853861363,4945023.49645873 
 01/28  15:00:00,861230.882371408,0.0,5791081.5393724 
 01/28  16:00:00,0.0,620422.005041393,4540645.45696646 
 01/28  17:00:00,0.0,2173530.70206171,3982612.00401626 
 01/28  18:00:00,0.0,6657839.60328788,822983.959679443 
 01/28  19:00:00,0.0,8412165.41072478,0.0 
 01/28  20:00:00,0.0,8405438.48735227,0.0 
 01/28  21:00:00,0.0,8094222.59369885,0.0 
 01/28  22:00:00,0.0,7324300.27208705,0.0 
 01/28  23:00:00,0.0,5846145.82900214,0.0 
 01/28  24:00:00,0.0,5222841.14999869,0.0 
 01/29  01:00:00,0.0,5513203.8982868,0.0 
 01/29  02:00:00,0.0,6202572.15005253,0.0 
 01/29  03:00:00,0.0,6601292.19200428,0.0 
 01/29  04:00:00,0.0,7291301.12088219,0.0 
 01/29  05:00:00,0.0,7953309.87882226,0.0 
 01/29  06:00:00,0.0,9277754.91689168,0.0 
 01/29  07:00:00,0.0,10982432.6830866,0.0 
 01/29  08:00:00,0.0,11703438.5116953,133430.744094605 
 01/29  09:00:00,0.0,10799485.0776866,927170.189743438 
 01/29  10:00:00,0.0,8723229.13479778,2272843.56974027 
 01/29  11:00:00,0.0,4858990.3741979,4557956.94925492 
 01/29  12:00:00,3646582.1816026,0.0,10287758.741003 
 01/29  13:00:00,8626674.93739559,0.0,14054362.9524409 
 01/29  14:00:00,9054442.47608637,0.0,14212190.9500159 
 01/29  15:00:00,6925487.12841876,0.0,11882413.5090454 
 01/29  16:00:00,4080422.48020938,0.0,9746503.92435894 
 01/29  17:00:00,231363.426020517,1058080.68071582,5996648.1786699 
 01/29  18:00:00,0.0,6451393.84064973,1248519.83488577 
 01/29  19:00:00,0.0,8410836.3827085,0.0 
 01/29  20:00:00,0.0,8405250.46801804,0.0 
 01/29  21:00:00,0.0,8094652.61873828,0.0 
 01/29  22:00:00,0.0,7324231.38061999,0.0 
 01/29  23:00:00,0.0,5846709.4955649,0.0 
 01/29  24:00:00,0.0,5630076.6423619,0.0 
 01/30  01:00:00,0.0,5410044.31772217,0.0 
 01/30  02:00:00,0.0,6247765.76650558,0.0 
 01/30  03:00:00,0.0,6789389.28881402,0.0 
 01/30  04:00:00,0.0,8243174.84930974,0.0 
 01/30  05:00:00,0.0,9931433.3634784,0.0 
 01/30  06:00:00,0.0,11350653.2502382,0.0 
 01/30  07:00:00,0.0,12796933.6956712,0.0 
 01/30  08:00:00,0.0,13473203.2169095,339520.937141436 
 01/30  09:00:00,0.0,13151517.7174295,1063162.9666052 
 01/30  10:00:00,0.0,12815604.871913,1429179.31962504 
 01/30  11:00:00,0.0,9565520.32011264,3334757.61458326 
 01/30  12:00:00,0.0,9731438.72374915,2844239.23670509 
 01/30  13:00:00,237767.349143543,2835599.54315771,7773495.95497636 
 01/30  14:00:00,5944554.69794806,0.0,13162193.3603934 
 01/30  15:00:00,6804340.60927789,0.0,11785846.7251931 
 01/30  16:00:00,3985750.41739748,0.0,8869872.68351845 
 01/30  17:00:00,783299.997632167,525317.225736171,6114445.75867289 
 01/30  18:00:00,0.0,6289790.20286034,1306282.96311305 
 01/30  19:00:00,0.0,9501919.2538537,0.0 
 01/30  20:00:00,0.0,9599910.67419458,0.0 
 01/30  21:00:00,0.0,9847352.81955688,0.0 
 01/30  22:00:00,0.0,10170433.5453963,0.0 
 01/30  23:00:00,0.0,9795625.42595084,0.0 
 01/30  24:00:00,0.0,9524474.16307648,0.0 
 01/31  01:00:00,0.0,9907925.50544162,0.0 
 01/31  02:00:00,0.0,10710941.7137135,0.0 
 01/31  03:00:00,0.0,11454748.3687858,0.0 
 01/31  04:00:00,0.0,12308466.6162246,0.0 
 01/31  05:00:00,0.0,13197129.6191798,0.0 
 01/31  06:00:00,0.0,14610599.9219512,0.0 
 01/31  07:00:00,0.0,16388770.2485728,0.0 
 01/31  08:00:00,0.0,15411625.9163231,801841.120106659 
 01/31  09:00:00,0.0,7972820.62190864,4729560.67611681 
 01/31  10:00:00,221281.998076931,1456689.63495797,8694253.55062428 
 01/31  11:00:00,4089433.05531345,0.0,11991572.072994 
 01/31  12:00:00,7285081.01122012,0.0,14030584.7337175 
 01/31  13:00:00,9447824.90859145,0.0,14714343.2263108 
 01/31  14:00:00,9222423.23507066,0.0,14054799.131603 
 01/31  15:00:00,7848227.73378617,0.0,12484533.9644954 
 01/31  16:00:00,4867504.2470152,0.0,10019710.1401777 
 01/31  17:00:00,414323.682351732,801963.587304556,5918338.14348339 
 01/31  18:00:00,0.0,5981825.8632048,1266835.15608447 
 01/31  19:00:00,0.0,8034535.1144419,0.0 
 01/31  20:00:00,0.0,8001949.85963057,0.0 
 01/31  21:00:00,0.0,7704994.11888549,0.0 
 01/31  22:00:00,0.0,7227256.89552465,0.0 
 01/31  23:00:00,0.0,7145856.40461276,0.0 
 01/31  24:00:00,0.0,6762841.4232757,0.0 
 02/01  01:00:00,0.0,6330072.29679083,0.0 
 02/01  02:00:00,0.0,6409698.49476406,0.0 
 02/01  03:00:00,0.0,6524302.276309,0.0 
 02/01  04:00:00,0.0,6562250.27216923,0.0 
 02/01  05:00:00,0.0,7032133.09824204,0.0 
 02/01  06:00:00,0.0,7844875.92265776,0.0 
 02/01  07:00:00,0.0,9128090.93446532,0.0 
 02/01  08:00:00,0.0,8679817.90249857,556795.394972736 
 02/01  09:00:00,0.0,3592111.95685267,3538822.51438766 
 02/01  10:00:00,2348398.93637346,0.0,8237262.501538 
 02/01  11:00:00,5517874.47019865,0.0,11137247.0919722 
 02/01  12:00:00,7253053.77492229,0.0,12994941.9933712 
 02/01  13:00:00,7084007.85405498,0.0,13193792.0859378 
 02/01  14:00:00,5998140.967142,0.0,12360244.0024474 
 02/01  15:00:00,3462838.10855288,0.0,10065631.4249189 
 02/01  16:00:00,381453.638866453,551153.96291988,6858950.5533187 
 02/01  17:00:00,0.0,4560681.17777656,3233824.65336082 
 02/01  18:00:00,0.0,8018885.08520634,748001.904320021 
 02/01  19:00:00,0.0,9313931.80416288,0.0 
 02/01  20:00:00,0.0,9056633.51448198,0.0 
 02/01  21:00:00,0.0,8439100.14547798,0.0 
 02/01  22:00:00,0.0,7317973.28786182,0.0 
 02/01  23:00:00,0.0,5570080.14167739,0.0 
 02/01  24:00:00,0.0,4283095.61035173,0.0 
 02/02  01:00:00,0.0,3250821.1440681,0.0 
 02/02  02:00:00,0.0,3213800.37699925,0.0 
 02/02  03:00:00,0.0,4204411.74408386,0.0 
 02/02  04:00:00,0.0,5069847.30930531,0.0 
 02/02  05:00:00,0.0,6126318.71618928,0.0 
 02/02  06:00:00,0.0,7746015.20053766,0.0 
 02/02  07:00:00,0.0,9450762.55409551,0.0 
 02/02  08:00:00,0.0,8439528.77942093,872677.361774886 
 02/02  09:00:00,0.0,2169853.72349069,4461589.7942751 
 02/02  10:00:00,2539591.9213125,0.0,8428206.22195764 
 02/02  11:00:00,6021603.65237386,0.0,11640909.1221217 
 02/02  12:00:00,7946118.7628201,0.0,13677849.5604863 
 02/02  13:00:00,8218306.65149587,0.0,14390889.6279499 
 02/02  14:00:00,7287074.76216615,0.0,13824016.1935986 
 02/02  15:00:00,5176968.09558922,0.0,12198716.1317422 
 02/02  16:00:00,1086322.02050701,74381.7026775011,8591952.07748641 
 02/02  17:00:00,0.0,3572473.4830043,4974066.65344031 
 02/02  18:00:00,0.0,7976766.02736501,1196889.86762715 
 02/02  19:00:00,0.0,9409413.47914574,0.0 
 02/02  20:00:00,0.0,9012306.91114137,0.0 
 02/02  21:00:00,0.0,8381237.38943921,0.0 
 02/02  22:00:00,0.0,7294579.09436224,0.0 
 02/02  23:00:00,0.0,5570031.86598283,0.0 
 02/02  24:00:00,0.0,4283086.47472416,0.0 
 02/03  01:00:00,0.0,3251656.71706287,0.0 
 02/03  02:00:00,0.0,3494328.50543241,0.0 
 02/03  03:00:00,0.0,4630398.5706662,0.0 
 02/03  04:00:00,0.0,5561703.17962496,0.0 
 02/03  05:00:00,0.0,6812481.82103185,0.0 
 02/03  06:00:00,0.0,8593342.34724041,0.0 
 02/03  07:00:00,0.0,10350733.0185914,0.0 
 02/03  08:00:00,0.0,9520100.85214899,872633.680796706 
 02/03  09:00:00,0.0,3138567.75562937,4479931.18658738 
 02/03  10:00:00,2611745.06636795,0.0,8502277.75755162 
 02/03  11:00:00,6184887.95548534,0.0,11806683.1816608 
 02/03  12:00:00,8403359.73553303,0.0,13766796.8462344 
 02/03  13:00:00,8796004.58156346,0.0,14535718.9812329 
 02/03  14:00:00,7877494.61144592,0.0,14028528.7393117 
 02/03  15:00:00,5658784.20593608,0.0,12215507.0296598 
 02/03  16:00:00,1834055.31679376,0.0,9126294.44979204 
 02/03  17:00:00,0.0,3187193.27636403,5063583.05408765 
 02/03  18:00:00,0.0,7705882.79094954,1212717.14936984 
 02/03  19:00:00,0.0,9218653.34031334,0.0 
 02/03  20:00:00,0.0,8904064.87434955,0.0 
 02/03  21:00:00,0.0,8287814.63115345,0.0 
 02/03  22:00:00,0.0,7242045.25813231,0.0 
 02/03  23:00:00,0.0,5568214.34757249,0.0 
 02/03  24:00:00,0.0,4283287.91783138,0.0 
 02/04  01:00:00,0.0,3317867.76030023,0.0 
 02/04  02:00:00,0.0,2940378.80688692,0.0 
 02/04  03:00:00,0.0,3673762.80214614,0.0 
 02/04  04:00:00,0.0,4627768.88279705,0.0 
 02/04  05:00:00,0.0,5609484.89620685,0.0 
 02/04  06:00:00,0.0,7297127.6175008,0.0 
 02/04  07:00:00,0.0,9963639.02462492,0.0 
 02/04  08:00:00,0.0,10153514.7836745,618549.34274435 
 02/04  09:00:00,0.0,6347720.36726796,3028848.33977747 
 02/04  10:00:00,897808.866455539,461014.818582368,7156653.10947961 
 02/04  11:00:00,2857100.88502544,0.0,8934685.50131444 
 02/04  12:00:00,1054018.06099515,0.0,6817052.28468545 
 02/04  13:00:00,0.0,768800.366323388,4659667.88346029 
 02/04  14:00:00,1905984.73148637,0.0,7066550.51374131 
 02/04  15:00:00,5514182.30035225,0.0,10442577.6651336 
 02/04  16:00:00,1775940.28812021,0.0,7232960.29981885 
 02/04  17:00:00,0.0,2453842.03355098,4138391.80723335 
 02/04  18:00:00,0.0,6730116.08081438,813544.409870995 
 02/04  19:00:00,0.0,8412158.19749936,0.0 
 02/04  20:00:00,0.0,8405787.17535244,0.0 
 02/04  21:00:00,0.0,8094507.87893726,0.0 
 02/04  22:00:00,0.0,7324564.50869678,0.0 
 02/04  23:00:00,0.0,5956744.51139233,0.0 
 02/04  24:00:00,0.0,6373770.79855521,0.0 
 02/05  01:00:00,0.0,6668869.49622122,0.0 
 02/05  02:00:00,0.0,7447062.48835899,0.0 
 02/05  03:00:00,0.0,8214952.82819636,0.0 
 02/05  04:00:00,0.0,9140365.82921343,0.0 
 02/05  05:00:00,0.0,10185973.0572377,0.0 
 02/05  06:00:00,0.0,11432466.5620035,0.0 
 02/05  07:00:00,0.0,13148985.1625872,0.0 
 02/05  08:00:00,0.0,11861035.1280119,1077960.09151882 
 02/05  09:00:00,0.0,4527159.84582761,5021104.23183019 
 02/05  10:00:00,2037227.82186385,44274.7030896272,8966722.40985365 
 02/05  11:00:00,6100664.95185571,0.0,12179144.389079 
 02/05  12:00:00,8421034.79947349,0.0,14182860.5786096 
 02/05  13:00:00,9476023.61650579,0.0,14899371.9677735 
 02/05  14:00:00,8313349.60167598,0.0,13799920.8051792 
 02/05  15:00:00,5661485.4831795,0.0,11527593.9147159 
 02/05  16:00:00,2112313.06265512,0.0,8654934.81227797 
 02/05  17:00:00,0.0,2400368.33467322,5261765.90961671 
 02/05  18:00:00,0.0,7133375.2652702,1517415.36021012 
 02/05  19:00:00,0.0,8928260.36228709,0.0 
 02/05  20:00:00,0.0,8614762.56294667,0.0 
 02/05  21:00:00,0.0,8100632.8443403,0.0 
 02/05  22:00:00,0.0,7321804.35168639,0.0 
